,address,damage,date,cause,longitude,latitude
290,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
291,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
292,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
293,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
294,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
295,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
296,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
297,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
298,染地３－１,床下浸水（収納スペース浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
299,染地３－１,床上浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
300,染地３－１,床上浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
301,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
302,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
303,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
304,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
305,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
306,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
307,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
308,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
309,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
310,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
311,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
312,染地３－１,床下浸水（収納スペース）,2019/10/12,令和元年台風１９号,139.557035,35.639904
313,染地３－１,床上浸水（地下部分浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
314,染地３－１,床下浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
315,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
316,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
317,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
318,染地３－１,床下浸水（地下車庫に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
319,染地３－１,床下浸水（洗面所下の収納スペースに浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
320,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
321,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
322,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
323,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
324,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
325,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
326,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
327,染地３－１,床上浸水（地下室部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
328,染地３－１,床上浸水（地下室）,2019/10/12,令和元年台風１９号,139.557035,35.639904
329,染地３－１,床上浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
330,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
331,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
332,染地３－１,床上浸水（１階浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
333,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
334,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
335,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
336,染地３－１,床上浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
337,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
338,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
339,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
340,染地３－１,床下浸水（ガレージ部分浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
341,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
342,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
343,染地３－１,床上浸水（地下部水没）,2019/10/12,令和元年台風１９号,139.557035,35.639904
344,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
345,染地３－１,床下浸水（収納スペースに浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
346,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
347,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
348,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
349,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
350,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
351,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
352,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
353,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
354,染地３－１,床上浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
355,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
356,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
357,染地３－１,床上浸水（地下１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
358,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
359,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
360,染地３－１,床上浸水（地下）,2019/10/12,令和元年台風１９号,139.557035,35.639904
361,染地３－１,床下浸水（玄関叩き部分，収納スペース）,2019/10/12,令和元年台風１９号,139.557035,35.639904
362,染地３－１,床上浸水（地下部屋）,2019/10/12,令和元年台風１９号,139.557035,35.639904
363,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
364,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
365,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
366,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
367,染地３－１,床上浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
368,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
369,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
370,染地３－１,床上浸水（地下一階全体に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
371,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
372,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
373,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
374,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
375,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
376,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
377,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
378,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
379,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
380,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
381,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
382,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
383,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
384,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
385,染地３－１,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
386,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
387,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
388,染地３－１,床下浸水（収納スペースに浸水）,2019/10/12,令和元年台風１９号,139.557035,35.639904
389,染地３－１,床下浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
390,染地３－１,床上浸水,2019/10/12,令和元年台風１９号,139.557035,35.639904
391,染地３－３,床下浸水,2019/10/12,令和元年台風１９号,139.555276,35.639153
392,染地３－３,床下浸水,2019/10/12,令和元年台風１９号,139.555276,35.639153
393,染地３－４,床下浸水,2019/10/12,令和元年台風１９号,139.5574,35.639035
394,染地３－５,床上浸水（地下部分に浸水）,2019/10/12,令和元年台風１９号,139.555117,35.638627
395,染地３－５,床下浸水,2019/10/12,令和元年台風１９号,139.555117,35.638627
396,染地３－８,床下浸水（１階ガレージ部分に浸水）,2019/10/12,令和元年台風１９号,139.557289,35.637945
397,染地３－８,床下浸水,2019/10/12,令和元年台風１９号,139.557289,35.637945
398,染地３－８,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557289,35.637945
399,染地３－８,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557289,35.637945
400,染地３－８,床下浸水,2019/10/12,令和元年台風１９号,139.557289,35.637945
401,染地３－８,床下浸水（収納スペースに浸水）,2019/10/12,令和元年台風１９号,139.557289,35.637945
402,染地３－８,床下浸水,2019/10/12,令和元年台風１９号,139.557289,35.637945
403,染地３－９,床上浸水,2019/10/12,令和元年台風１９号,139.557945,35.637226
404,染地３－９,床下浸水,2019/10/12,令和元年台風１９号,139.557945,35.637226
405,染地３－９,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557945,35.637226
406,染地３－９,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.557945,35.637226
407,染地３－９,床上浸水,2019/10/12,令和元年台風１９号,139.557945,35.637226
408,染地３－９,床上浸水,2019/10/12,令和元年台風１９号,139.557945,35.637226
409,染地３－１０,床上浸水（１階部分に浸水）,2019/10/12,令和元年台風１９号,139.55812,35.637243
410,多摩川２－３,床上浸水（地下部分に浸水）,2019/10/12,令和元年台風１９号,139.52372,35.64808
411,多摩川４－２３,床上浸水（地下）,2019/10/12,令和元年台風１９号,139.532173,35.644315
412,多摩川４－２３,床上浸水（地下）,2019/10/12,令和元年台風１９号,139.532173,35.644315
413,東つつじヶ丘１－２,床上浸水（地下一階事務所に浸水）,2019/10/12,令和元年台風１９号,0.0,0.0
414,緑ヶ丘２－３７,床下浸水,2019/10/12,令和元年台風１９号,0.0,0.0
415,深大寺元町３－１１,床上浸水,2019/10/12,令和元年台風１９号,139.547327,35.664377
