"都道府県名","市区町村名","大字・丁目名","小字・通称名","街区符号・地番","座標系番号","Ｘ座標","Ｙ座標","緯度","経度","住居表示フラグ","代表フラグ","更新前履歴フラグ","更新後履歴フラグ"
"東京都","調布市","多摩川一丁目","","10","9","-38874.2","-27655.1","35.649220","139.527929","1","1","0","0"
"東京都","調布市","多摩川一丁目","","9","9","-38856.1","-27726.9","35.649381","139.527135","1","1","0","0"
"東京都","調布市","多摩川一丁目","","11","9","-38801.3","-27737.4","35.649875","139.527018","1","1","0","0"
"東京都","調布市","多摩川一丁目","","12","9","-38755.5","-27710.0","35.650288","139.527319","1","1","0","0"
"東京都","調布市","多摩川一丁目","","16","9","-38709.4","-27730.7","35.650704","139.527089","1","1","0","0"
"東京都","調布市","多摩川一丁目","","7","9","-38667.4","-27761.8","35.651081","139.526743","1","1","0","0"
"東京都","調布市","多摩川一丁目","","19","9","-38662.0","-27579.2","35.651135","139.528760","1","1","0","0"
"東京都","調布市","多摩川一丁目","","18","9","-38709.2","-27599.9","35.650709","139.528533","1","1","0","0"
"東京都","調布市","多摩川一丁目","","17","9","-38680.4","-27665.9","35.650966","139.527803","1","1","0","0"
"東京都","調布市","多摩川一丁目","","6","9","-38636.9","-27732.0","35.651357","139.527072","1","1","0","0"
"東京都","調布市","多摩川一丁目","","5","9","-38616.1","-27713.2","35.651545","139.527278","1","1","0","0"
"東京都","調布市","多摩川一丁目","","24","9","-38615.4","-27542.4","35.651556","139.529165","1","1","0","0"
"東京都","調布市","多摩川一丁目","","20","9","-38635.9","-27644.5","35.651369","139.528038","1","1","0","0"
"東京都","調布市","多摩川一丁目","","21","9","-38613.6","-27609.5","35.651571","139.528423","1","1","0","0"
"東京都","調布市","多摩川一丁目","","23","9","-38588.6","-27570.4","35.651797","139.528854","1","1","0","0"
"東京都","調布市","上石原三丁目","","29","9","-38537.6","-27699.8","35.652252","139.527424","1","1","0","0"
"東京都","調布市","多摩川一丁目","","22","9","-38567.2","-27601.6","35.651989","139.528509","1","1","0","0"
"東京都","調布市","多摩川一丁目","","2","9","-38539.3","-27636.7","35.652239","139.528120","1","1","0","0"
"東京都","調布市","上石原三丁目","","29","9","-38554.2","-27739.9","35.652102","139.526981","1","0","0","0"
"東京都","調布市","上石原三丁目","","28","9","-38559.9","-27773.3","35.652049","139.526613","1","1","0","0"
"東京都","調布市","上石原三丁目","","28","9","-38518.4","-27777.9","35.652424","139.526560","1","0","0","0"
"東京都","調布市","上石原三丁目","","29","9","-38523.1","-27752.6","35.652382","139.526841","1","0","0","0"
"東京都","調布市","上石原三丁目","","28","9","-38536.0","-27818.4","35.652264","139.526113","1","0","0","0"
"東京都","調布市","上石原三丁目","","27","9","-38521.3","-27883.2","35.652395","139.525398","1","1","0","0"
"東京都","調布市","上石原三丁目","","26","9","-38478.0","-27991.9","35.652782","139.524196","1","1","0","0"
"東京都","調布市","上石原三丁目","","24","9","-38535.6","-28014.5","35.652262","139.523948","1","1","0","0"
"東京都","調布市","上石原三丁目","","23","9","-38488.5","-28080.1","35.652685","139.523222","1","1","0","0"
"東京都","調布市","上石原三丁目","","24","9","-38542.3","-28087.1","35.652200","139.523147","1","0","0","0"
"東京都","調布市","飛田給一丁目","","35","9","-37392.5","-27929.8","35.662568","139.524844","1","1","0","0"
"東京都","調布市","飛田給一丁目","","37","9","-37531.2","-27952.3","35.661317","139.524601","1","1","0","0"
"東京都","調布市","飛田給一丁目","","27","9","-37503.9","-28015.3","35.661561","139.523904","1","1","0","0"
"東京都","調布市","飛田給一丁目","","36","9","-37468.7","-27929.3","35.661881","139.524852","1","1","0","0"
"東京都","調布市","飛田給一丁目","","31","9","-37421.1","-27982.1","35.662309","139.524267","1","1","0","0"
"東京都","調布市","飛田給一丁目","","30","9","-37461.2","-27998.9","35.661947","139.524083","0","1","0","0"
"東京都","調布市","飛田給一丁目","","56","9","-37485.7","-27707.0","35.661734","139.527308","1","1","0","0"
"東京都","調布市","飛田給一丁目","","54","9","-37566.9","-27735.5","35.661001","139.526996","1","1","0","0"
"東京都","調布市","飛田給一丁目","","51","9","-37620.1","-27757.1","35.660521","139.526760","1","1","0","0"
"東京都","調布市","飛田給一丁目","","55","9","-37396.0","-27806.9","35.662540","139.526201","1","1","0","0"
"東京都","調布市","飛田給一丁目","","52","9","-37527.7","-27819.9","35.661352","139.526062","1","1","0","0"
"東京都","調布市","飛田給一丁目","","54","9","-37466.4","-27862.7","35.661904","139.525588","1","0","0","0"
"東京都","調布市","飛田給一丁目","","53","9","-37553.0","-27896.9","35.661122","139.525213","1","1","0","0"
"東京都","調布市","上石原一丁目","","1","9","-37528.5","-27593.5","35.661351","139.528563","1","1","0","0"
"東京都","調布市","上石原一丁目","","3","9","-37635.8","-27679.1","35.660382","139.527621","1","1","0","0"
"東京都","調布市","上石原一丁目","","2","9","-37578.3","-27618.2","35.660902","139.528292","1","1","0","0"
"東京都","調布市","上石原一丁目","","4","9","-37656.1","-27639.4","35.660200","139.528060","1","1","0","0"
"東京都","調布市","上石原一丁目","","6","9","-37770.0","-27669.7","35.659173","139.527730","1","1","0","0"
"東京都","調布市","上石原一丁目","","5","9","-37740.3","-27719.6","35.659439","139.527177","1","1","0","0"
"東京都","調布市","飛田給一丁目","","50","9","-37678.5","-27771.0","35.659994","139.526608","1","1","0","0"
"東京都","調布市","飛田給一丁目","","49","9","-37638.3","-27848.1","35.660355","139.525755","1","1","0","0"
"東京都","調布市","飛田給一丁目","","48","9","-37689.1","-27884.1","35.659896","139.525359","1","1","0","0"
"東京都","調布市","飛田給一丁目","","47","9","-37725.6","-27805.1","35.659569","139.526233","1","1","0","0"
"東京都","調布市","飛田給一丁目","","39","9","-37606.3","-27913.5","35.660642","139.525031","1","1","0","0"
"東京都","調布市","飛田給一丁目","","40","9","-37661.0","-27941.8","35.660147","139.524721","0","1","0","0"
"東京都","調布市","飛田給一丁目","","41","9","-37634.6","-28004.9","35.660384","139.524023","1","1","0","0"
"東京都","調布市","飛田給一丁目","","38","9","-37598.2","-27961.5","35.660713","139.524501","1","0","0","0"
"東京都","調布市","上石原一丁目","","7","9","-37850.7","-27682.1","35.658445","139.527595","1","0","0","0"
"東京都","調布市","上石原一丁目","","24","9","-37889.8","-27609.8","35.658094","139.528395","0","1","0","0"
"東京都","調布市","上石原二丁目","","7","9","-38019.9","-27693.6","35.656919","139.527474","1","1","0","0"
"東京都","調布市","上石原二丁目","","11","9","-38023.5","-27775.1","35.656884","139.526574","1","0","0","0"
"東京都","調布市","上石原二丁目","","8","9","-38046.6","-27718.2","35.656678","139.527204","1","1","0","0"
"東京都","調布市","上石原二丁目","","9","9","-38076.2","-27744.9","35.656410","139.526910","1","1","0","0"
"東京都","調布市","上石原二丁目","","10","9","-38104.4","-27794.7","35.656155","139.526361","1","1","0","0"
"東京都","調布市","上石原二丁目","","14","9","-38118.1","-27908.3","35.656028","139.525107","1","1","0","0"
"東京都","調布市","上石原二丁目","","18","9","-38147.1","-27931.0","35.655766","139.524857","1","1","0","0"
"東京都","調布市","上石原二丁目","","15","9","-38143.3","-27876.5","35.655802","139.525458","1","1","0","0"
"東京都","調布市","上石原二丁目","","16","9","-38170.0","-27801.3","35.655563","139.526290","1","1","0","0"
"東京都","調布市","上石原二丁目","","17","9","-38208.2","-27838.9","35.655218","139.525876","1","1","0","0"
"東京都","調布市","飛田給二丁目","","41","9","-37858.8","-27803.9","35.658369","139.526251","1","1","0","0"
"東京都","調布市","飛田給一丁目","","46","9","-37796.2","-27777.4","35.658934","139.526541","1","1","0","0"
"東京都","調布市","飛田給一丁目","","44","9","-37741.8","-27896.5","35.659420","139.525223","1","1","0","0"
"東京都","調布市","飛田給一丁目","","45","9","-37769.9","-27833.0","35.659169","139.525927","1","1","0","0"
"東京都","調布市","飛田給二丁目","","39","9","-37800.3","-27880.2","35.658894","139.525406","1","0","0","0"
"東京都","調布市","飛田給一丁目","","44","9","-37725.4","-27932.1","35.659567","139.524830","1","0","0","0"
"東京都","調布市","飛田給一丁目","","43","9","-37691.9","-27987.3","35.659868","139.524219","0","1","0","0"
"東京都","調布市","飛田給二丁目","","22","9","-37715.7","-28005.7","35.659652","139.524017","1","1","0","0"
"東京都","調布市","飛田給一丁目","","42","9","-37643.7","-28075.0","35.660299","139.523249","1","1","0","0"
"東京都","調布市","飛田給二丁目","","21","9","-37725.5","-28089.4","35.659561","139.523092","1","1","0","0"
"東京都","調布市","飛田給二丁目","","19","9","-37787.2","-28153.0","35.659004","139.522392","1","1","0","0"
"東京都","調布市","飛田給二丁目","","23","9","-37796.4","-28038.4","35.658925","139.523658","1","1","0","0"
"東京都","調布市","飛田給二丁目","","24","9","-37848.2","-28065.1","35.658456","139.523365","1","1","0","0"
"東京都","調布市","飛田給二丁目","","42","9","-37954.4","-27857.9","35.657505","139.525658","1","1","0","0"
"東京都","調布市","飛田給二丁目","","40","9","-37839.7","-27846.5","35.658539","139.525779","1","1","0","0"
"東京都","調布市","飛田給二丁目","","43","9","-37932.9","-27887.3","35.657698","139.525333","1","1","0","0"
"東京都","調布市","飛田給二丁目","","38","9","-37772.2","-27929.4","35.659145","139.524862","1","0","0","0"
"東京都","調布市","飛田給二丁目","","35","9","-37816.4","-27984.9","35.658745","139.524250","1","1","0","0"
"東京都","調布市","飛田給二丁目","","34","9","-37892.2","-27993.8","35.658062","139.524155","1","1","0","0"
"東京都","調布市","飛田給二丁目","","36","9","-37834.1","-27953.1","35.658587","139.524601","1","1","0","0"
"東京都","調布市","飛田給二丁目","","44","9","-37918.4","-27913.2","35.657828","139.525046","1","1","0","0"
"東京都","調布市","飛田給二丁目","","37","9","-37857.9","-27919.6","35.658373","139.524973","1","1","0","0"
"東京都","調布市","飛田給二丁目","","33","9","-37913.8","-27948.7","35.657869","139.524653","0","1","0","0"
"東京都","調布市","飛田給二丁目","","29","9","-38007.2","-28198.3","35.657019","139.521900","1","1","0","0"
"東京都","調布市","飛田給三丁目","","22","9","-38052.0","-28210.0","35.656615","139.521772","1","0","0","0"
"東京都","調布市","飛田給三丁目","","23","9","-38075.2","-28154.4","35.656407","139.522387","1","0","0","0"
"東京都","調布市","飛田給三丁目","","28","9","-38167.6","-28114.3","35.655576","139.522833","1","0","0","0"
"東京都","調布市","飛田給三丁目","","27","9","-38215.3","-28047.5","35.655149","139.523572","1","1","0","0"
"東京都","調布市","飛田給三丁目","","24","9","-38145.2","-27986.9","35.655782","139.524240","1","1","0","0"
"東京都","調布市","飛田給三丁目","","26","9","-38193.7","-27994.6","35.655344","139.524156","1","1","0","0"
"東京都","調布市","飛田給三丁目","","25","9","-38164.5","-28036.8","35.655607","139.523689","1","1","0","0"
"東京都","調布市","上石原三丁目","","41","9","-38581.0","-28273.0","35.651846","139.521095","1","0","0","0"
"東京都","調布市","上石原三丁目","","39","9","-38569.8","-28148.6","35.651950","139.522468","1","1","0","0"
"東京都","調布市","上石原三丁目","","41","9","-38571.2","-28219.9","35.651935","139.521681","1","0","0","0"
"東京都","調布市","上石原三丁目","","40","9","-38586.0","-28211.9","35.651802","139.521770","1","0","0","0"
"東京都","調布市","上石原三丁目","","25","9","-38536.7","-27953.8","35.652254","139.524619","1","1","0","0"
"東京都","調布市","上石原三丁目","","34","9","-38620.0","-27940.2","35.651503","139.524771","1","1","0","0"
"東京都","調布市","上石原三丁目","","35","9","-38614.0","-27982.9","35.651556","139.524299","1","0","0","0"
"東京都","調布市","多摩川三丁目","","71","9","-39474.9","-27422.3","35.643812","139.530520","1","1","0","0"
"東京都","調布市","多摩川三丁目","","70","9","-39446.6","-27391.6","35.644068","139.530858","1","1","0","0"
"東京都","調布市","多摩川三丁目","","69","9","-39418.8","-27338.0","35.644320","139.531449","1","1","0","0"
"東京都","調布市","多摩川三丁目","","67","9","-39390.9","-27361.0","35.644571","139.531194","1","1","0","0"
"東京都","調布市","多摩川三丁目","","68","9","-39369.4","-27270.9","35.644767","139.532188","1","1","0","0"
"東京都","調布市","多摩川三丁目","","17","9","-39315.1","-27237.8","35.645257","139.532552","0","1","0","0"
"東京都","調布市","多摩川三丁目","","20","9","-39292.8","-27303.1","35.645456","139.531831","1","0","0","0"
"東京都","調布市","多摩川三丁目","","18","9","-39333.4","-27290.9","35.645091","139.531966","1","1","0","0"
"東京都","調布市","多摩川三丁目","","19","9","-39345.1","-27335.9","35.644984","139.531470","1","1","0","0"
"東京都","調布市","多摩川四丁目","","26","9","-39527.0","-27372.9","35.643344","139.531067","1","1","0","0"
"東京都","調布市","多摩川四丁目","","23","9","-39419.5","-27272.5","35.644315","139.532173","1","1","0","0"
"東京都","調布市","多摩川三丁目","","65","9","-39452.7","-27520.4","35.644010","139.529436","0","1","0","0"
"東京都","調布市","多摩川三丁目","","62","9","-39460.2","-27586.9","35.643940","139.528702","0","1","0","0"
"東京都","調布市","多摩川三丁目","","64","9","-39410.8","-27518.8","35.644387","139.529452","1","1","0","0"
"東京都","調布市","多摩川三丁目","","51","9","-39373.3","-27497.8","35.644726","139.529683","1","1","0","0"
"東京都","調布市","多摩川三丁目","","53","9","-39361.0","-27538.8","35.644836","139.529230","1","1","0","0"
"東京都","調布市","多摩川三丁目","","63","9","-39421.4","-27580.1","35.644290","139.528776","1","1","0","0"
"東京都","調布市","多摩川三丁目","","54","9","-39368.1","-27563.7","35.644771","139.528955","1","1","0","0"
"東京都","調布市","多摩川三丁目","","55","9","-39363.7","-27582.3","35.644810","139.528749","1","1","0","0"
"東京都","調布市","多摩川三丁目","","57","9","-39327.4","-27655.3","35.645135","139.527942","1","1","0","0"
"東京都","調布市","多摩川三丁目","","56","9","-39308.1","-27597.0","35.645311","139.528585","1","1","0","0"
"東京都","調布市","多摩川三丁目","","55","9","-39347.3","-27613.0","35.644957","139.528410","1","0","0","0"
"東京都","調布市","多摩川三丁目","","59","9","-39402.8","-27681.7","35.644454","139.527653","1","1","0","0"
"東京都","調布市","多摩川三丁目","","58","9","-39372.6","-27663.6","35.644727","139.527852","0","1","0","0"
"東京都","調布市","多摩川三丁目","","60","9","-39424.3","-27638.6","35.644262","139.528130","1","1","0","0"
"東京都","調布市","多摩川三丁目","","61","9","-39437.2","-27613.2","35.644147","139.528410","1","1","0","0"
"東京都","調布市","多摩川三丁目","","43","9","-39269.3","-27517.4","35.645663","139.529463","1","1","0","0"
"東京都","調布市","多摩川三丁目","","56","9","-39320.8","-27561.8","35.645197","139.528974","1","0","0","0"
"東京都","調布市","多摩川三丁目","","40","9","-39265.8","-27543.9","35.645694","139.529170","1","1","0","0"
"東京都","調布市","多摩川三丁目","","42","9","-39279.4","-27580.0","35.645570","139.528773","1","1","0","0"
"東京都","調布市","多摩川三丁目","","41","9","-39251.8","-27583.4","35.645819","139.528733","0","1","0","0"
"東京都","調布市","多摩川三丁目","","39","9","-39247.1","-27469.5","35.645864","139.529992","1","1","0","0"
"東京都","調布市","多摩川三丁目","","44","9","-39296.4","-27492.5","35.645419","139.529739","1","1","0","0"
"東京都","調布市","多摩川三丁目","","45","9","-39302.9","-27465.6","35.645361","139.530037","1","1","0","0"
"東京都","調布市","多摩川三丁目","","38","9","-39218.5","-27359.1","35.646125","139.531209","1","1","0","0"
"東京都","調布市","多摩川三丁目","","47","9","-39283.6","-27384.4","35.645538","139.530932","1","1","0","0"
"東京都","調布市","多摩川三丁目","","48","9","-39284.3","-27371.1","35.645531","139.531079","1","0","0","0"
"東京都","調布市","多摩川三丁目","","37","9","-39198.5","-27400.3","35.646304","139.530754","1","1","0","0"
"東京都","調布市","多摩川三丁目","","38","9","-39233.2","-27411.0","35.645991","139.530636","1","0","0","0"
"東京都","調布市","多摩川三丁目","","35","9","-39194.7","-27516.8","35.646335","139.529467","1","1","0","0"
"東京都","調布市","多摩川三丁目","","34","9","-39182.7","-27462.5","35.646445","139.530066","1","1","0","0"
"東京都","調布市","多摩川三丁目","","36","9","-39210.5","-27466.7","35.646194","139.530021","1","1","0","0"
"東京都","調布市","多摩川三丁目","","33","9","-39141.6","-27450.8","35.646816","139.530194","1","1","0","0"
"東京都","調布市","多摩川三丁目","","23","9","-39163.0","-27318.7","35.646626","139.531653","1","1","0","0"
"東京都","調布市","多摩川三丁目","","31","9","-39141.0","-27383.4","35.646823","139.530939","1","1","0","0"
"東京都","調布市","多摩川三丁目","","32","9","-39167.5","-27386.2","35.646584","139.530908","1","1","0","0"
"東京都","調布市","多摩川三丁目","","27","9","-39041.0","-27301.4","35.647726","139.531841","1","1","0","0"
"東京都","調布市","多摩川三丁目","","26","9","-39063.7","-27261.3","35.647523","139.532285","1","1","0","0"
"東京都","調布市","多摩川三丁目","","8","9","-39003.8","-27194.7","35.648065","139.533018","1","1","0","0"
"東京都","調布市","多摩川三丁目","","3","9","-38974.1","-27237.3","35.648331","139.532546","1","1","0","0"
"東京都","調布市","多摩川三丁目","","5","9","-39022.4","-27265.5","35.647895","139.532237","1","1","0","0"
"東京都","調布市","多摩川三丁目","","6","9","-39078.1","-27199.2","35.647395","139.532971","1","1","0","0"
"東京都","調布市","多摩川三丁目","","7","9","-39061.1","-27182.4","35.647548","139.533155","1","1","0","0"
"東京都","調布市","多摩川三丁目","","4","9","-39012.3","-27236.3","35.647987","139.532558","1","1","0","0"
"東京都","調布市","多摩川一丁目","","52","9","-38976.1","-27297.7","35.648312","139.531879","1","1","0","0"
"東京都","調布市","多摩川三丁目","","2","9","-38954.7","-27201.1","35.648507","139.532945","1","1","0","0"
"東京都","調布市","多摩川一丁目","","51","9","-38929.8","-27257.8","35.648730","139.532318","1","1","0","0"
"東京都","調布市","多摩川一丁目","","50","9","-38898.6","-27230.8","35.649012","139.532615","1","1","0","0"
"東京都","調布市","多摩川一丁目","","44","9","-38809.9","-27358.2","35.649808","139.531206","1","1","0","0"
"東京都","調布市","多摩川一丁目","","43","9","-38885.4","-27337.9","35.649128","139.531433","1","1","0","0"
"東京都","調布市","多摩川一丁目","","34","9","-38863.3","-27448.9","35.649324","139.530206","1","1","0","0"
"東京都","調布市","多摩川一丁目","","39","9","-38956.0","-27357.7","35.648491","139.531216","1","1","0","0"
"東京都","調布市","多摩川一丁目","","42","9","-38923.4","-27334.8","35.648786","139.531467","1","1","0","0"
"東京都","調布市","多摩川一丁目","","41","9","-38876.2","-27384.7","35.649209","139.530915","1","1","0","0"
"東京都","調布市","多摩川一丁目","","40","9","-38910.7","-27407.6","35.648898","139.530664","1","1","0","0"
"東京都","調布市","多摩川一丁目","","33","9","-38827.3","-27435.3","35.649649","139.530354","1","1","0","0"
"東京都","調布市","多摩川一丁目","","29","9","-38770.4","-27414.9","35.650162","139.530578","1","1","0","0"
"東京都","調布市","多摩川一丁目","","32","9","-38789.8","-27522.1","35.649984","139.529394","1","1","0","0"
"東京都","調布市","多摩川一丁目","","30","9","-38732.4","-27482.6","35.650503","139.529829","1","1","0","0"
"東京都","調布市","多摩川一丁目","","4","9","-38597.7","-27688.1","35.651711","139.527555","1","1","0","0"
"東京都","調布市","多摩川一丁目","","3","9","-38567.1","-27664.1","35.651988","139.527819","1","1","0","0"
"東京都","調布市","上石原三丁目","","10","9","-38486.5","-27687.1","35.652714","139.527562","0","1","0","0"
"東京都","調布市","上石原二丁目","","47","9","-38441.1","-27676.5","35.653124","139.527678","1","1","0","0"
"東京都","調布市","上石原二丁目","","48","9","-38408.4","-27676.3","35.653418","139.527678","1","1","0","0"
"東京都","調布市","上石原三丁目","","12","9","-38441.0","-27847.5","35.653119","139.525789","1","1","0","0"
"東京都","調布市","上石原三丁目","","11","9","-38482.8","-27756.5","35.652745","139.526796","1","1","0","0"
"東京都","調布市","上石原三丁目","","12","9","-38440.1","-27815.4","35.653129","139.526143","1","0","0","0"
"東京都","調布市","上石原二丁目","","46","9","-38384.0","-27620.2","35.653640","139.528298","1","1","0","0"
"東京都","調布市","上石原二丁目","","45","9","-38353.5","-27673.1","35.653913","139.527712","1","0","0","0"
"東京都","調布市","上石原二丁目","","44","9","-38336.8","-27627.0","35.654065","139.528220","1","1","0","0"
"東京都","調布市","下石原三丁目","","1","9","-38337.5","-27524.5","35.654061","139.529352","1","1","0","0"
"東京都","調布市","上石原二丁目","","43","9","-38285.4","-27585.1","35.654529","139.528681","1","1","0","0"
"東京都","調布市","上石原二丁目","","44","9","-38311.8","-27612.6","35.654291","139.528379","1","0","0","0"
"東京都","調布市","上石原二丁目","","42","9","-38248.4","-27548.8","35.654864","139.529081","1","1","0","0"
"東京都","調布市","上石原二丁目","","43","9","-38266.8","-27565.6","35.654697","139.528897","1","0","0","0"
"東京都","調布市","上石原二丁目","","19","9","-38275.6","-27736.8","35.654613","139.527006","1","0","0","0"
"東京都","調布市","上石原二丁目","","21","9","-38218.0","-27623.0","35.655136","139.528261","1","1","0","0"
"東京都","調布市","上石原二丁目","","22","9","-38178.4","-27648.8","35.655492","139.527974","1","0","0","0"
"東京都","調布市","上石原二丁目","","20","9","-38207.0","-27678.0","35.655233","139.527653","1","1","0","0"
"東京都","調布市","上石原二丁目","","10","9","-38132.3","-27752.7","35.655904","139.526825","1","0","0","0"
"東京都","調布市","上石原二丁目","","20","9","-38180.0","-27715.6","35.655475","139.527237","1","0","0","0"
"東京都","調布市","上石原二丁目","","22","9","-38152.3","-27686.7","35.655726","139.527555","1","0","0","0"
"東京都","調布市","上石原二丁目","","24","9","-38107.2","-27576.7","35.656136","139.528769","1","1","0","0"
"東京都","調布市","上石原二丁目","","25","9","-38103.0","-27606.2","35.656173","139.528443","1","0","0","0"
"東京都","調布市","上石原二丁目","","38","9","-38167.4","-27487.0","35.655596","139.529761","1","1","0","0"
"東京都","調布市","上石原二丁目","","37","9","-38206.6","-27436.6","35.655244","139.530319","1","1","0","0"
"東京都","調布市","上石原二丁目","","39","9","-38225.3","-27490.5","35.655073","139.529725","1","1","0","0"
"東京都","調布市","上石原二丁目","","31","9","-38154.0","-27427.3","35.655718","139.530420","1","0","0","0"
"東京都","調布市","上石原二丁目","","32","9","-38093.9","-27418.5","35.656260","139.530515","1","1","0","0"
"東京都","調布市","上石原一丁目","","39","9","-38034.0","-27388.4","35.656801","139.530846","1","1","0","0"
"東京都","調布市","上石原二丁目","","33","9","-38055.6","-27399.0","35.656606","139.530729","0","1","0","0"
"東京都","調布市","上石原一丁目","","25","9","-37962.8","-27453.4","35.657441","139.530126","1","1","0","0"
"東京都","調布市","上石原一丁目","","27","9","-37902.4","-27420.6","35.657986","139.530486","1","1","0","0"
"東京都","調布市","上石原一丁目","","26","9","-37916.5","-27401.0","35.657859","139.530702","1","1","0","0"
"東京都","調布市","上石原一丁目","","27","9","-37896.4","-27445.1","35.658040","139.530215","1","0","0","0"
"東京都","調布市","上石原一丁目","","28","9","-37884.8","-27476.8","35.658143","139.529864","1","1","0","0"
"東京都","調布市","上石原二丁目","","26","9","-38007.4","-27592.3","35.657035","139.528593","1","1","0","0"
"東京都","調布市","上石原二丁目","","27","9","-38019.3","-27565.1","35.656928","139.528893","1","1","0","0"
"東京都","調布市","上石原二丁目","","4","9","-37945.2","-27686.9","35.657592","139.527545","1","1","0","0"
"東京都","調布市","上石原二丁目","","5","9","-37980.2","-27667.3","35.657278","139.527763","1","1","0","0"
"東京都","調布市","上石原二丁目","","4","9","-37941.5","-27629.8","35.657628","139.528176","1","0","0","0"
"東京都","調布市","上石原二丁目","","6","9","-38076.9","-27677.6","35.656406","139.527653","1","1","0","0"
"東京都","調布市","上石原二丁目","","26","9","-37995.5","-27608.7","35.657142","139.528411","1","0","0","0"
"東京都","調布市","上石原一丁目","","37","9","-37841.0","-27311.7","35.658542","139.531686","1","1","0","0"
"東京都","調布市","上石原一丁目","","41","9","-37860.2","-27270.1","35.658371","139.532147","1","1","0","0"
"東京都","調布市","上石原一丁目","","44","9","-37907.0","-27183.0","35.657951","139.533109","1","1","0","0"
"東京都","調布市","上石原一丁目","","43","9","-37884.5","-27226.8","35.658153","139.532625","1","1","0","0"
"東京都","調布市","上石原一丁目","","31","9","-37731.1","-27309.7","35.659533","139.531704","1","1","0","0"
"東京都","調布市","上石原一丁目","","30","9","-37818.6","-27348.3","35.658743","139.531281","1","1","0","0"
"東京都","調布市","上石原一丁目","","29","9","-37802.7","-27401.5","35.658886","139.530693","1","1","0","0"
"東京都","調布市","上石原一丁目","","21","9","-37734.3","-27494.6","35.659499","139.529663","1","1","0","0"
"東京都","調布市","上石原一丁目","","10","9","-37717.2","-27531.3","35.659652","139.529256","1","1","0","0"
"東京都","調布市","上石原一丁目","","11","9","-37700.3","-27559.1","35.659804","139.528948","1","1","0","0"
"東京都","調布市","上石原一丁目","","8","9","-37788.1","-27619.5","35.659011","139.528284","1","1","0","0"
"東京都","調布市","上石原一丁目","","13","9","-37583.9","-27540.9","35.660854","139.529146","1","1","0","0"
"東京都","調布市","上石原一丁目","","11","9","-37690.9","-27575.6","35.659888","139.528767","1","0","0","0"
"東京都","調布市","上石原一丁目","","12","9","-37677.7","-27602.0","35.660006","139.528475","1","1","0","0"
"東京都","調布市","上石原一丁目","","18","9","-37638.3","-27438.0","35.660366","139.530284","1","1","0","0"
"東京都","調布市","上石原一丁目","","20","9","-37749.3","-27452.0","35.659365","139.530133","1","1","0","0"
"東京都","調布市","上石原一丁目","","19","9","-37668.0","-27403.4","35.660099","139.530668","1","1","0","0"
"東京都","調布市","上石原一丁目","","32","9","-37688.0","-27373.1","35.659920","139.531003","1","1","0","0"
"東京都","調布市","富士見町一丁目","","19","9","-37612.2","-27228.4","35.660607","139.532599","1","1","0","0"
"東京都","調布市","富士見町一丁目","","20","9","-37581.0","-27183.8","35.660890","139.533090","1","1","0","0"
"東京都","調布市","上石原一丁目","","32","9","-37669.3","-27331.1","35.660090","139.531466","1","0","0","0"
"東京都","調布市","上石原一丁目","","35","9","-37609.7","-27281.7","35.660628","139.532010","1","1","0","0"
"東京都","調布市","上石原一丁目","","33","9","-37591.9","-27333.8","35.660787","139.531433","1","1","0","0"
"東京都","調布市","上石原一丁目","","34","9","-37524.1","-27290.7","35.661399","139.531907","1","1","0","0"
"東京都","調布市","上石原一丁目","","17","9","-37526.1","-27343.4","35.661380","139.531325","1","0","0","0"
"東京都","調布市","富士見町一丁目","","20","9","-37553.2","-27220.3","35.661139","139.532686","1","0","0","0"
"東京都","調布市","富士見町一丁目","","22","9","-37488.5","-27201.7","35.661723","139.532889","1","1","0","0"
"東京都","調布市","富士見町一丁目","","26","9","-37485.2","-27120.8","35.661755","139.533782","1","1","0","0"
"東京都","調布市","富士見町一丁目","","25","9","-37464.4","-27091.1","35.661943","139.534110","1","1","0","0"
"東京都","調布市","富士見町四丁目","","2","9","-37384.9","-27092.0","35.662660","139.534098","1","1","0","0"
"東京都","調布市","富士見町四丁目","","3","9","-37428.0","-27067.5","35.662272","139.534370","1","1","0","0"
"東京都","調布市","富士見町一丁目","","24","9","-37406.5","-27165.5","35.662463","139.533287","1","1","0","0"
"東京都","調布市","富士見町四丁目","","2","9","-37351.0","-27080.6","35.662966","139.534222","1","0","0","0"
"東京都","調布市","富士見町四丁目","","2","9","-37386.1","-27123.2","35.662648","139.533752","1","0","0","0"
"東京都","調布市","富士見町四丁目","","1","9","-37345.7","-27152.1","35.663012","139.533432","1","1","0","0"
"東京都","調布市","富士見町一丁目","","21","9","-37516.6","-27140.9","35.661471","139.533562","1","1","0","0"
"東京都","調布市","富士見町一丁目","","29","9","-37534.8","-27038.8","35.661310","139.534690","1","1","0","0"
"東京都","調布市","富士見町一丁目","","18","9","-37546.4","-27120.5","35.661203","139.533787","1","0","0","0"
"東京都","調布市","富士見町一丁目","","30","9","-37470.0","-26948.2","35.661897","139.535688","1","0","0","0"
"東京都","調布市","富士見町一丁目","","27","9","-37511.4","-27054.8","35.661521","139.534513","1","1","0","0"
"東京都","調布市","富士見町四丁目","","6","9","-37316.1","-27029.2","35.663281","139.534788","1","1","0","0"
